2025-07-08 20:40:32,28.38,88.25,998.00,121.53,1243,2.695,,,,YES,YES,Vehicle Exhaust+Biomass Burning+Diesel Generator,41
2025-07-08 20:40:42,28.38,88.25,998.00,121.53,1243,2.695,,,,YES,YES,Vehicle Exhaust+Biomass Burning+Diesel Generator,41
2025-07-08 20:40:52,28.38,88.25,998.00,121.53,1243,2.695,,,,YES,YES,Vehicle Exhaust+Biomass Burning+Diesel Generator,41
2025-07-08 20:41:02,28.38,88.25,998.00,121.53,1243,2.695,,,,YES,YES,Vehicle Exhaust+Biomass Burning+Diesel Generator,41
2025-07-08 20:41:12,28.38,88.25,998.00,121.53,1243,2.695,,,,YES,YES,Vehicle Exhaust+Biomass Burning+Diesel Generator,41
2025-07-08 20:41:22,28.38,88.25,998.00,121.53,1243,2.695,,,,YES,YES,Vehicle Exhaust+Biomass Burning+Diesel Generator,41
2025-07-08 20:41:32,28.38,88.25,998.00,121.53,1243,2.695,,,,YES,YES,Vehicle Exhaust+Biomass Burning+Diesel Generator,41
2025-07-08 20:41:42,28.38,88.25,998.00,121.53,1243,2.695,,,,YES,YES,Vehicle Exhaust+Biomass Burning+Diesel Generator,41
2025-07-08 20:41:52,28.38,88.25,998.00,121.53,1243,2.695,,,,YES,YES,Vehicle Exhaust+Biomass Burning+Diesel Generator,41
2025-07-08 20:42:02,28.38,88.25,998.00,121.53,1243,2.695,,,,YES,YES,Vehicle Exhaust+Biomass Burning+Diesel Generator,41
2025-07-08 20:42:12,28.38,88.25,998.00,121.53,1243,2.695,,,,YES,YES,Vehicle Exhaust+Biomass Burning+Diesel Generator,41
2025-07-08 20:42:22,28.38,88.25,998.00,121.53,1243,2.695,,,,YES,YES,Vehicle Exhaust+Biomass Burning+Diesel Generator,41
2025-07-08 20:42:32,28.38,88.25,998.00,121.53,1243,2.695,,,,YES,YES,Vehicle Exhaust+Biomass Burning+Diesel Generator,41
2025-07-08 20:42:42,28.38,88.25,998.00,121.53,1243,2.695,,,,YES,YES,Vehicle Exhaust+Biomass Burning+Diesel Generator,41
2025-07-08 20:42:52,28.38,88.25,998.00,121.53,1243,2.695,,,,YES,YES,Vehicle Exhaust+Biomass Burning+Diesel Generator,41
2025-07-08 20:43:02,28.38,88.25,998.00,121.53,1243,2.695,,,,YES,YES,Vehicle Exhaust+Biomass Burning+Diesel Generator,41
2025-07-08 20:43:12,28.38,88.25,998.00,121.53,1243,2.695,,,,YES,YES,Vehicle Exhaust+Biomass Burning+Diesel Generator,41
2025-07-08 20:43:22,28.38,88.25,998.00,121.53,1243,2.695,,,,YES,YES,Vehicle Exhaust+Biomass Burning+Diesel Generator,41
2025-07-08 20:43:32,28.38,88.25,998.00,121.53,1243,2.695,,,,YES,YES,Vehicle Exhaust+Biomass Burning+Diesel Generator,41
2025-07-08 20:43:42,28.38,88.25,998.00,121.53,1243,2.695,,,,YES,YES,Vehicle Exhaust+Biomass Burning+Diesel Generator,41
