
10-second readings with timestamps
Location: Kolkata, India
=====================================
Connecting to WiFi..
✅ WiFi connected!
Waiting for NTP time sync.........
✅ NTP time synchronized!
Initializing PMS7003 sensor...
✅ PMS7003 init2025-07-04 03:19:41,30.03,83.85,999.00,50.00,500,0.500,,,,NO,NO,2025-07-04 03:42:51,29.84,84.51,999.00,50.00,500,0.500,,,,YES,NO,Normal Air,0
2025-07-04 03:43:01,29.84,84.51,999.00,50.00,500,0.500,,,,YES,NO,Normal Air,0
2025-07-04 03:43:11,29.84,84.51,999.00,50.00,500,0.500,,,,YES,NO,Normal Air,0
2025-07-04 03:43:21,29.84,84.51,999.00,50.00,500,0.500,,,,YES,NO,Normal Air,0
2025-07-04 03:43:31,29.84,84.51,999.00,50.00,500,0.500,,,,YES,NO,Normal Air,0
2025-07-04 03:43:41,29.96,84.22,999.00,56.32,528,0.532,,,,YES,NO,Normal Air,0
2025-07-04 03:43:51,29.96,84.22,999.00,56.32,528,0.532,,,,YES,NO,Normal Air,0
2025-07-04 03:44:01,29.96,84.22,999.00,56.32,528,0.532,,,,YES,NO,Normal Air,0
2025-07-04 03:44:11,29.96,84.22,999.00,56.32,528,0.532,,,,YES,NO,Normal Air,0
2025-07-04 03:44:21,29.96,84.22,999.00,56.32,528,0.532,,,,YES,NO,Normal Air,0
2025-07-04 03:44:31,29.96,84.22,999.00,56.32,528,0.532,,,,YES,NO,Normal Air,0
2025-07-04 03:44:41,29.96,84.22,999.00,56.32,528,0.532,,,,YES,NO,Normal Air,0
2025-07-04 03:44:51,29.96,84.22,999.00,56.32,528,0.532,,,,YES,NO,Normal Air,0
2025-07-04 03:45:01,29.96,84.22,999.00,56.32,528,0.532,,,,YES,NO,Normal Air,0
2025-07-04 03:45:11,29.96,84.22,999.00,56.32,528,0.532,,,,YES,NO,Normal Air,0
2025-07-04 03:45:21,29.96,84.22,999.00,56.32,528,0.532,,,,YES,NO,Normal Air,0
2025-07-04 03:45:31,29.96,84.22,999.00,56.32,528,0.532,,,,YES,NO,Normal Air,0
2025-07-04 03:45:41,29.96,84.22,999.00,56.32,528,0.532,,,,YES,NO,Normal Air,0
2025-07-04 03:45:51,29.96,84.22,999.00,56.32,528,0.532,,,,YES,NO,Normal Air,0
2025-07-04 03:46:01,29.96,84.22,999.00,56.32,528,0.532,,,,YES,NO,Normal Air,0
2025-07-04 03:46:11,29.96,84.22,999.00,56.32,528,0.532,,,,YES,NO,Normal Air,0
2025-07-04 03:46:21,29.96,84.22,999.00,56.32,528,0.532,,,,YES,NO,Normal Air,0
2025-07-04 03:46:31,29.96,84.22,999.00,56.32,528,0.532,,,,YES,NO,Normal Air,0
2025-07-04 03:46:41,29.96,84.22,999.00,56.32,528,0.532,,,,YES,NO,Normal Air,0
2025-07-04 03:46:51,29.96,84.22,999.00,56.32,528,0.532,,,,YES,NO,Normal Air,0
2025-07-04 03:47:01,29.96,84.22,999.00,56.32,528,0.532,,,,YES,NO,Normal Air,0
2025-07-04 03:47:11,29.96,84.22,999.00,56.32,528,0.532,,,,YES,NO,Normal Air,0
2025-07-04 03:47:21,29.96,84.22,999.00,56.32,528,0.532,,,,YES,NO,Normal Air,0
2025-07-04 03:47:31,29.96,84.22,999.00,56.32,528,0.532,,,,YES,NO,Normal Air,0
2025-07-04 03:47:41,29.96,84.22,999.00,56.32,528,0.532,,,,YES,NO,Normal Air,0
2025-07-04 03:47:51,29.96,84.22,999.00,56.32,528,0.532,,,,YES,NO,Normal Air,0
